participant_id,gender_clean,age_num,age_bin,clean_item_name,checklist_value
R_26etuFsrpDhDYgU,boy,9,9 to 10,balls,"balls (if yes, enter the specific types of objects below)"
R_26etuFsrpDhDYgU,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_26etuFsrpDhDYgU,boy,9,9 to 10,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_26etuFsrpDhDYgU,boy,9,9 to 10,coins,coins / money
R_26etuFsrpDhDYgU,boy,9,9 to 10,shells,shells
R_1qf7wfPA49AsEe0,girl,7,7 to 8,dolls,dolls
R_1qf7wfPA49AsEe0,girl,7,7 to 8,stuffed animals,stuffed animals
R_1qf7wfPA49AsEe0,girl,7,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1qf7wfPA49AsEe0,girl,7,7 to 8,coins,coins / money
R_1qf7wfPA49AsEe0,girl,7,7 to 8,goo,goo / slime
R_1qf7wfPA49AsEe0,girl,7,7 to 8,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_1qf7wfPA49AsEe0,girl,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1qf7wfPA49AsEe0,girl,7,7 to 8,shells,shells
R_1qf7wfPA49AsEe0,girl,7,7 to 8,sticks,sticks
R_1qf7wfPA49AsEe0,girl,7,7 to 8,bugs,bugs
R_1qf7wfPA49AsEe0,girl,7,7 to 8,flowers,flowers / petals
R_1qf7wfPA49AsEe0,girl,7,7 to 8,feathers,feathers
R_1qf7wfPA49AsEe0,girl,7,7 to 8,leaves,leaves
R_1qf7wfPA49AsEe0,girl,7,7 to 8,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_325dYJQF8xqazpa,boy,5,5 to 6,action figures,action figures
R_325dYJQF8xqazpa,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_325dYJQF8xqazpa,boy,5,5 to 6,shells,shells
R_325dYJQF8xqazpa,boy,5,5 to 6,leaves,leaves
R_217Mi6bwivQW0YU,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_217Mi6bwivQW0YU,boy,7,7 to 8,board games,"board games (if yes, enter some of your child's favorite games below)"
R_217Mi6bwivQW0YU,boy,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_217Mi6bwivQW0YU,boy,7,7 to 8,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_217Mi6bwivQW0YU,boy,7,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_217Mi6bwivQW0YU,boy,7,7 to 8,leaves,leaves
R_332aNb6jJ2ByWLN,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_332aNb6jJ2ByWLN,boy,9,9 to 10,board games,"board games (if yes, enter some of your child's favorite games below)"
R_332aNb6jJ2ByWLN,boy,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1GZcYVtvqb2E49i,girl,6,5 to 6,dolls,dolls
R_1GZcYVtvqb2E49i,girl,6,5 to 6,animal figurines,animal figurines
R_1GZcYVtvqb2E49i,girl,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1GZcYVtvqb2E49i,girl,6,5 to 6,sticks,sticks
R_1GZcYVtvqb2E49i,girl,6,5 to 6,bugs,bugs
R_1GZcYVtvqb2E49i,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_1GZcYVtvqb2E49i,girl,6,5 to 6,feathers,feathers
R_1GOWy5xoPSbNwk1,girl,8,7 to 8,stuffed animals,stuffed animals
R_OjmTk9BxWV87gl3,boy,6,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,animal figurines,animal figurines
R_OjmTk9BxWV87gl3,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,shells,shells
R_OjmTk9BxWV87gl3,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_OjmTk9BxWV87gl3,boy,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,action figures,action figures
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,goo,goo / slime
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_3DdXv3vPa6pqXHf,boy,4,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,shells,shells
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,sticks,sticks
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,flowers,flowers / petals
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,feathers,feathers
R_yrl9QZpWjl0KQJr,girl,8,7 to 8,leaves,leaves
R_3mfbYXT8ErbI86z,boy,7,7 to 8,stuffed animals,stuffed animals
R_3mfbYXT8ErbI86z,boy,7,7 to 8,action figures,action figures
R_WdnVWU6Zbcwm2qt,girl,7,7 to 8,dolls,dolls
R_WdnVWU6Zbcwm2qt,girl,7,7 to 8,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3iF6NSaBVLi6Rpm,girl,8,7 to 8,stuffed animals,stuffed animals
R_3iF6NSaBVLi6Rpm,girl,8,7 to 8,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3iF6NSaBVLi6Rpm,girl,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_8wPIpke7T4SuO6l,girl,4,3 to 4,dolls,dolls
R_8wPIpke7T4SuO6l,girl,4,3 to 4,animal figurines,animal figurines
R_8wPIpke7T4SuO6l,girl,4,3 to 4,stuffed animals,stuffed animals
R_8wPIpke7T4SuO6l,girl,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_8wPIpke7T4SuO6l,girl,4,3 to 4,coins,coins / money
R_8wPIpke7T4SuO6l,girl,4,3 to 4,goo,goo / slime
R_8wPIpke7T4SuO6l,girl,4,3 to 4,photos,photos / pictures
R_8wPIpke7T4SuO6l,girl,4,3 to 4,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_8wPIpke7T4SuO6l,girl,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_8wPIpke7T4SuO6l,girl,4,3 to 4,sticks,sticks
R_8wPIpke7T4SuO6l,girl,4,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_8wPIpke7T4SuO6l,girl,4,3 to 4,marbles,marbles
R_8wPIpke7T4SuO6l,girl,4,3 to 4,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_V3d0jCvmn8wJtQt,girl,12,11 to 12,stuffed animals,stuffed animals
R_V3d0jCvmn8wJtQt,girl,12,11 to 12,shells,shells
R_V3d0jCvmn8wJtQt,girl,12,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_V3d0jCvmn8wJtQt,girl,12,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_V3d0jCvmn8wJtQt,girl,12,11 to 12,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3KOA8FOlNO5xZmH,boy,3,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3KOA8FOlNO5xZmH,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_3KOA8FOlNO5xZmH,boy,3,3 to 4,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2CWxhd0njUl6kYs,girl,6,5 to 6,dolls,dolls
R_2CWxhd0njUl6kYs,girl,6,5 to 6,stuffed animals,stuffed animals
R_2CWxhd0njUl6kYs,girl,6,5 to 6,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_2CWxhd0njUl6kYs,girl,6,5 to 6,flowers,flowers / petals
R_2CWxhd0njUl6kYs,girl,6,5 to 6,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2CWxhd0njUl6kYs,girl,6,5 to 6,leaves,leaves
R_2CWxhd0njUl6kYs,girl,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2CWxhd0njUl6kYs,girl,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_2Y9qVxNqTexx2u8,boy,6,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_2Y9qVxNqTexx2u8,boy,6,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2Y9qVxNqTexx2u8,boy,6,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_2Y9qVxNqTexx2u8,boy,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_77KouZJwb3CnaGB,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_77KouZJwb3CnaGB,boy,5,5 to 6,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_77KouZJwb3CnaGB,boy,5,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_77KouZJwb3CnaGB,boy,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_77KouZJwb3CnaGB,boy,5,5 to 6,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_ZgUNPzJjLlDcfaF,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_ZgUNPzJjLlDcfaF,boy,6,5 to 6,shells,shells
R_71lzPbZyI0gruwx,boy,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_71lzPbZyI0gruwx,boy,9,9 to 10,stuffed animals,stuffed animals
R_71lzPbZyI0gruwx,boy,9,9 to 10,toy soldiers,toy soldiers
R_71lzPbZyI0gruwx,boy,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_71lzPbZyI0gruwx,boy,9,9 to 10,shells,shells
R_71lzPbZyI0gruwx,boy,9,9 to 10,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_71lzPbZyI0gruwx,boy,9,9 to 10,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_71lzPbZyI0gruwx,boy,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,dolls,dolls
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,stuffed animals,stuffed animals
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,music,music (physical objects such as records/CDs/cassettes or digital music)
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,sticks,sticks
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,bugs,bugs
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_2ZHnQkAdrea6aLZ,boy,5,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3QVpX2IKpS6kzdo,girl,5,5 to 6,dolls,dolls
R_3QVpX2IKpS6kzdo,girl,5,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,dolls,dolls
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,shells,shells
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,flowers,flowers / petals
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_A5PcwgHBTgmi1qx,girl,3,3 to 4,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_233iOS46BZLPJxu,boy,5,5 to 6,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_233iOS46BZLPJxu,boy,5,5 to 6,shells,shells
R_233iOS46BZLPJxu,boy,5,5 to 6,feathers,feathers
R_3kbM928fxkGgJd1,girl,5,5 to 6,dolls,dolls
R_3kbM928fxkGgJd1,girl,5,5 to 6,stuffed animals,stuffed animals
R_3kbM928fxkGgJd1,girl,5,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3kbM928fxkGgJd1,girl,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3kbM928fxkGgJd1,girl,5,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_25H1cshoYdOPXW9,boy,5,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_25H1cshoYdOPXW9,boy,5,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_25H1cshoYdOPXW9,boy,5,5 to 6,leaves,leaves
R_25H1cshoYdOPXW9,boy,5,5 to 6,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3CQ76rk0J4Mg40J,boy,12,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3CQ76rk0J4Mg40J,boy,12,11 to 12,animal figurines,animal figurines
R_3CQ76rk0J4Mg40J,boy,12,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3CQ76rk0J4Mg40J,boy,12,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2VIvjnodUx01Del,boy,11,11 to 12,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_2VIvjnodUx01Del,boy,11,11 to 12,goo,goo / slime
R_2VIvjnodUx01Del,boy,11,11 to 12,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2VIvjnodUx01Del,boy,11,11 to 12,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_1jkQmB0nc3smjWU,boy,6,5 to 6,stuffed animals,stuffed animals
R_1jkQmB0nc3smjWU,boy,6,5 to 6,board games,"board games (if yes, enter some of your child's favorite games below)"
R_1jkQmB0nc3smjWU,boy,6,5 to 6,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1jkQmB0nc3smjWU,boy,6,5 to 6,coins,coins / money
R_1jkQmB0nc3smjWU,boy,6,5 to 6,music,music (physical objects such as records/CDs/cassettes or digital music)
R_1jkQmB0nc3smjWU,boy,6,5 to 6,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_1jkQmB0nc3smjWU,boy,6,5 to 6,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_1jkQmB0nc3smjWU,boy,6,5 to 6,TV characters,"characters from TV shows or movies (if yes, enter the specific kinds of objects or characters)"
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,stuffed animals,stuffed animals
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,action figures,action figures
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,magazines,magazines/ newspapers
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,shells,shells
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,sticks,sticks
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,plants,plants
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,flowers,flowers / petals
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,feathers,feathers
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,leaves,leaves
R_3oFUbL0RMTOWH1U,girl,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,stuffed animals,stuffed animals
R_31BqbEI85yerTno,boy,8,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,action figures,action figures
R_31BqbEI85yerTno,boy,8,7 to 8,toy soldiers,toy soldiers
R_31BqbEI85yerTno,boy,8,7 to 8,holiday,"holiday objects (e.g., snow globes or other ornaments)"
R_31BqbEI85yerTno,boy,8,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_31BqbEI85yerTno,boy,8,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,stuffed animals,stuffed animals
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,coins,coins / money
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,playsets,"specific kinds of playsets (e.g., Playmobil sets) (if yes, enter the specific types of objects below)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_2Bi0JkdFMKZY2y5,boy,11,11 to 12,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,stuffed animals,stuffed animals
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,board games,"board games (if yes, enter some of your child's favorite games below)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,shells,shells
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,sticks,sticks
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,plants,plants
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,flowers,flowers / petals
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,feathers,feathers
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,moss,moss
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,leaves,leaves
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3KN5fBbMBtQmmqd,boy,9,9 to 10,postcards,postcards
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,dolls,dolls
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,stuffed animals,stuffed animals
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,photos,photos / pictures
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,books,"specific books or book series (if yes, enter any book series your child collects)"
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_3EsdfJEUpX1NcSR,girl,11,11 to 12,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_3PNOCplvNHUo7c7,girl,9,9 to 10,dolls,dolls
R_3PNOCplvNHUo7c7,girl,9,9 to 10,stuffed animals,stuffed animals
R_3PNOCplvNHUo7c7,girl,9,9 to 10,food,"food / perishables (e.g., specific kinds of candy)"
R_3PNOCplvNHUo7c7,girl,9,9 to 10,coins,coins / money
R_3PNOCplvNHUo7c7,girl,9,9 to 10,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_24pGqJ6CC63VEwm,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_24pGqJ6CC63VEwm,boy,7,7 to 8,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_24pGqJ6CC63VEwm,boy,7,7 to 8,digital items,"items in video / computer / app games (if yes, enter the video game and/ or specific item your child collects)"
R_3feiDLUVboHcF7A,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_3feiDLUVboHcF7A,boy,7,7 to 8,coins,coins / money
R_3feiDLUVboHcF7A,boy,7,7 to 8,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_3CVPHSTy8rFEeFt,girl,7,7 to 8,animal figurines,animal figurines
R_3CVPHSTy8rFEeFt,girl,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_3CVPHSTy8rFEeFt,girl,7,7 to 8,sticks,sticks
R_3CVPHSTy8rFEeFt,girl,7,7 to 8,flowers,flowers / petals
R_CZIBYSlonxVf333,girl,4,3 to 4,dolls,dolls
R_CZIBYSlonxVf333,girl,4,3 to 4,animal figurines,animal figurines
R_CZIBYSlonxVf333,girl,4,3 to 4,stuffed animals,stuffed animals
R_CZIBYSlonxVf333,girl,4,3 to 4,board games,"board games (if yes, enter some of your child's favorite games below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,action figures,action figures
R_CZIBYSlonxVf333,girl,4,3 to 4,goo,goo / slime
R_CZIBYSlonxVf333,girl,4,3 to 4,music,music (physical objects such as records/CDs/cassettes or digital music)
R_CZIBYSlonxVf333,girl,4,3 to 4,jewelry,"jewelry (if yes, enter the specific types of objects below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,flowers,flowers / petals
R_CZIBYSlonxVf333,girl,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,art supplies,"pens / pencils / markers / other art supplies (if yes, enter the specific kinds of objects below)"
R_CZIBYSlonxVf333,girl,4,3 to 4,clothes,"specific kinds of clothes or shoes (if yes, enter the specific kind below)"
R_1N3yMZFkSgYCWME,boy,3,3 to 4,animal figurines,animal figurines
R_1N3yMZFkSgYCWME,boy,3,3 to 4,stuffed animals,stuffed animals
R_1N3yMZFkSgYCWME,boy,3,3 to 4,balls,"balls (if yes, enter the specific types of objects below)"
R_1N3yMZFkSgYCWME,boy,3,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_1N3yMZFkSgYCWME,boy,3,3 to 4,goo,goo / slime
R_1N3yMZFkSgYCWME,boy,3,3 to 4,sticks,sticks
R_1N3yMZFkSgYCWME,boy,3,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_2to6AACCWSPRqs9,girl,4,3 to 4,dolls,dolls
R_2to6AACCWSPRqs9,girl,4,3 to 4,stuffed animals,stuffed animals
R_2to6AACCWSPRqs9,girl,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2to6AACCWSPRqs9,girl,4,3 to 4,souvenirs,"souvenirs (if yes, enter the specific kinds of objects below)"
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,action figures,action figures
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,coins,coins / money
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,sticks,sticks
R_2WC4LeWD7FJL0eK,boy,4,3 to 4,toy cars,"toy cars or other toy vehicles (if yes, enter the specific types of objects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,trading cards,"trading cards (if yes, enter the specific types of objects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,animal figurines,animal figurines
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,stuffed animals,stuffed animals
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,balls,"balls (if yes, enter the specific types of objects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,sports memorabilia,"sports memorabilia (if yes, enter the specific types of sports objects your child collects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,construction toys,"blocks or construction toys (e.g., Lego) (if yes, enter the specific types of objects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,coins,coins / money
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,magazines,magazines/ newspapers
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,photos,photos / pictures
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,rocks,"rocks / pebbles / crystals / gems (if yes, enter the specific types of objects below)"
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,sticks,sticks
R_27KDrC3AFJ3MBO2,boy,7,7 to 8,books,"specific books or book series (if yes, enter any book series your child collects)"
